ano,mes,customer_city_codes,customer_state_codes
2017,6,944,22
2017,10,1139,17
2017,5,2101,17
2017,3,3576,25
2017,2,2478,10
2017,4,3576,25
2017,9,1378,17
2017,7,2492,18
2017,5,3576,25
2017,8,3576,25
2017,2,3551,8
2017,3,3576,25
2018,3,436,25
2018,3,436,25
2018,5,2563,25
2017,12,1657,25
2017,11,556,6
2017,11,556,6
2017,11,3228,4
2018,4,1822,25
2018,5,3576,25
2018,5,2849,25
2018,4,3714,4
2018,3,2487,18
2018,6,2288,18
2018,8,2426,22
2018,8,2426,22
2018,7,1244,25
2018,1,2228,25
2018,3,1802,25
2018,4,3876,10
2018,5,3136,18
2018,5,3356,25
2018,6,3576,25
2017,10,3136,18
2018,5,3529,25
2017,9,976,7
2017,12,3928,10
2018,6,722,11
2018,2,1523,25
2017,6,1657,25
2017,9,3366,18
2017,9,3136,18
2017,12,826,7
2017,12,826,7
2017,12,3136,18
2017,12,3136,18
2017,12,3136,18
2018,4,1523,25
2018,4,1523,25
2017,8,1226,25
2017,11,1352,23
2017,11,1139,17
2018,7,1815,25
2018,6,556,6
2018,6,556,6
2018,7,4073,18
2018,7,704,25
2018,7,428,25
2018,7,428,25
2018,7,428,25
2018,7,428,25
2018,7,652,25
2018,4,4063,7
2018,7,3136,18
2018,6,3576,25
2018,6,2707,22
2018,8,3130,25
2018,8,3576,25
2018,7,2161,25
2018,7,2161,25
2018,7,3576,25
2018,7,3136,18
2018,4,4063,7
2018,7,556,6
2018,4,1139,17
2018,6,1900,25
2018,6,1900,25
2017,9,3576,25
2017,9,3576,25
2017,9,3576,25
2017,9,3576,25
2017,9,3576,25
2018,5,678,15
2018,7,3414,25
2017,12,3576,25
2018,7,1996,10
2018,5,3576,25
2017,12,3136,18
2017,6,2101,17
2017,5,3136,18
2017,5,3331,25
2017,6,162,13
2017,6,3228,4
2018,1,3067,15
2017,5,556,6
2017,7,649,25
2017,6,3576,25
2018,8,263,25
2018,8,3737,25
2017,8,1352,23
2017,9,2579,25
2017,10,2620,23
2017,10,2620,23
2017,8,3136,18
2017,5,556,6
2017,8,1523,25
2017,6,3136,18
2017,1,1129,12
2018,4,349,22
2017,6,1974,14
2017,3,808,25
2017,3,722,11
2017,3,1951,4
2017,3,3822,16
2017,2,1439,8
2018,1,550,25
2017,12,945,17
2018,1,769,22
2017,11,3793,22
2017,11,75,22
2017,11,451,10
2018,2,3409,25
2017,11,2270,25
2017,11,451,10
2017,12,2917,17
2018,1,2166,17
2017,10,596,10
2017,10,596,10
2017,10,446,13
2018,2,428,25
2018,4,2830,17
2018,8,2447,18
2018,3,3546,9
2018,7,3943,17
2018,7,3576,25
2018,7,3576,25
2018,7,2556,13
2018,8,3113,25
2018,6,2373,10
2018,7,3576,25
2018,8,3113,25
2018,5,3130,25
2018,7,1406,25
2018,5,1595,25
2018,6,3922,4
2018,6,2163,23
2018,5,2331,25
2018,5,3136,18
2017,12,451,10
2017,8,1913,25
2017,8,1913,25
2017,2,3576,25
2018,7,1139,17
2018,5,808,25
2018,6,3576,25
2018,6,3576,25
2018,4,2383,8
2018,6,182,18
2018,7,1406,25
2018,6,1943,25
2018,6,3360,22
2018,6,229,25
2018,6,1439,8
2018,6,3405,23
2018,8,3897,22
2018,8,1718,17
2018,7,3136,18
2018,6,3473,18
2018,6,3473,18
2018,6,722,11
2018,7,2849,25
2018,8,297,18
2018,7,297,18
2018,6,4073,18
2018,7,2277,17
2018,8,264,25
2018,8,3927,10
2018,2,2447,18
2018,2,3003,25
2018,3,3576,25
2018,6,2447,18
2018,3,3409,25
2018,3,3536,17
2018,4,3576,25
2018,7,2623,15
2018,3,2161,25
2018,8,713,10
2018,7,1877,25
2018,2,1738,18
2018,2,1368,5
2018,8,4063,7
2018,4,1088,25
2018,4,3593,25
2018,3,3219,25
2018,8,2101,17
2018,7,3576,25
2018,6,1139,17
2018,6,3669,7
2018,4,1139,17
2018,6,3576,25
2018,3,4003,25
2017,7,652,25
2017,5,3844,10
2017,8,3617,25
2018,3,2428,19
2017,11,1148,10
2017,11,1148,10
2017,11,1139,17
2018,6,1523,25
2018,2,1777,10
2017,12,3576,25
2018,1,1778,25
2018,1,1778,25
2018,2,2896,25
2018,1,3576,25
2018,1,1543,25
2017,12,3350,22
2017,12,1913,25
2018,4,2279,10
2017,12,3451,18
2017,5,3576,25
2017,7,2945,22
2017,12,2579,25
2018,6,1996,10
2018,3,1980,23
2018,6,1352,23
2018,6,3576,25
2018,1,2161,25
2018,2,3136,18
2018,2,3136,18
2017,12,3409,25
2017,7,3576,25
2017,4,3534,25
2017,7,1376,25
2017,7,1376,25
2017,11,2270,25
2017,5,612,23
2017,8,1121,25
2017,8,1121,25
2017,10,2270,25
2017,5,1785,18
2017,5,1785,18
2018,6,2654,10
2018,6,3148,22
2018,5,1127,25
2018,6,2296,7
2018,5,3576,25
2018,6,722,11
2018,5,2095,7
2018,5,2095,7
2018,5,2270,25
2018,7,2564,15
2018,6,1368,5
2018,6,244,10
2018,7,149,25
2018,5,451,10
2018,5,1526,10
2018,5,1526,10
2018,5,1526,10
2018,5,1526,10
2018,7,2373,10
2017,11,451,10
2018,3,2798,18
2018,3,2798,18
2018,3,2798,18
2018,3,2798,18
2018,3,2798,18
2017,12,3540,15
2018,4,2849,25
2017,12,2945,22
2017,3,1532,10
2017,9,3228,4
2018,1,4064,4
2018,3,556,6
2017,2,3136,18
2018,1,3538,22
2018,8,3576,25
2018,1,2087,25
2017,12,3228,4
2017,10,2398,19
2017,12,2682,10
2018,6,2001,25
2017,8,3136,18
2017,8,3136,18
2017,8,3136,18
2017,8,3136,18
2017,8,3136,18
2018,8,3576,25
2018,8,3576,25
2018,8,3576,25
2018,8,3576,25
2018,8,3576,25
2018,8,3576,25
2017,8,3136,18
2017,6,1533,26
2017,12,3136,18
2018,6,428,25
2018,3,3576,25
2018,3,3576,25
2017,11,3136,18
2017,11,3136,18
2018,3,4052,25
2018,4,3576,25
2018,4,3576,25
2018,3,3409,25
2018,1,3576,25
2018,1,3576,25
2017,11,3534,25
2017,11,3534,25
2018,6,1245,25
2018,6,1245,25
2018,6,1245,25
2018,3,3136,18
2018,1,3576,25
2018,6,3576,25
2017,12,3576,25
2018,1,2945,22
2017,12,3510,9
2018,5,3576,25
2018,3,451,10
2017,11,3136,18
2017,12,3928,10
2018,6,3576,25
2017,12,3576,25
2018,1,769,22
2018,3,2492,18
2017,12,2984,25
2018,4,2319,12
2018,1,1523,25
2018,1,2447,18
2017,11,1439,8
2017,11,2680,17
2018,3,3576,25
2018,6,3534,25
2018,5,3534,25
2018,5,1139,17
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,9,1854,8
2017,7,877,17
2017,8,1139,17
2017,7,1822,25
2017,12,1680,10
2018,2,1974,14
2017,11,451,10
2018,4,3818,10
2018,1,1980,23
2018,1,1980,23
2018,3,3228,4
2018,3,3228,4
2018,5,1523,25
2017,1,4063,7
2017,7,3409,25
2017,10,1037,10
2017,9,3576,25
2017,10,737,18
2018,3,722,11
2017,10,2984,7
2017,9,149,25
2017,12,1368,5
2017,11,1139,17
2017,9,1600,25
2017,12,2330,25
2017,10,3576,25
2017,11,3812,17
2017,9,3136,18
2017,11,2077,25
2017,9,3576,25
2017,5,4063,7
2017,5,4063,7
2017,4,3576,25
2016,10,3251,19
2017,1,1376,25
2017,1,1376,25
2017,11,817,25
2017,11,3572,23
2017,9,3136,18
2017,9,3136,18
2017,10,3576,25
2018,1,3136,18
2018,1,3136,18
2017,11,3466,25
2017,10,3576,25
2017,10,478,23
2018,3,3409,25
2017,10,3136,18
2017,10,1263,22
2018,3,75,22
2018,6,3136,18
2018,1,2835,18
2017,12,4063,7
2017,5,4064,4
2017,12,1515,25
2017,12,3610,25
2017,3,2945,22
2017,12,818,10
2017,2,1523,25
2018,6,3576,25
2018,6,2001,25
2017,7,3228,4
2018,7,1139,17
2018,6,3396,25
2018,6,3576,25
2017,3,451,10
2017,6,3081,18
2018,5,3576,25
2017,6,3136,18
2018,6,2001,25
2017,8,3136,18
2017,8,3148,22
2017,8,3576,25
2017,8,2448,12
2018,5,3893,23
2018,6,556,6
2018,6,556,6
2018,7,3136,18
2018,4,556,6
2018,5,976,7
2018,5,1990,4
2018,5,206,8
2018,4,3986,7
2018,4,1974,14
2018,6,4052,25
2018,5,3576,25
2018,8,1625,22
2018,5,3822,16
2018,5,3822,16
2018,8,722,11
2018,5,770,23
2018,5,1118,4
2018,5,3576,25
2018,6,3576,25
2018,1,1083,25
2017,7,2128,18
2017,11,1245,25
2018,3,3136,18
2017,11,2849,25
2017,9,411,18
2017,7,3546,9
2017,6,3838,23
2017,7,759,4
2017,8,1725,23
2017,10,2945,22
2018,2,1093,11
2017,7,897,22
2017,7,897,22
2018,2,1104,22
2018,5,475,25
2018,7,3576,25
2017,4,3136,18
2017,5,1368,5
2018,3,3136,18
2018,3,387,13
2018,1,3356,14
2017,12,3529,25
2017,12,1088,25
2018,1,3136,18
2017,1,3130,25
2017,3,1439,8
2017,3,3451,18
2017,7,1319,4
2017,6,1037,10
2018,2,612,23
2018,4,2849,25
2018,4,2849,25
2018,2,719,23
2018,2,719,23
2017,12,3263,22
2018,3,2128,18
2017,12,1855,25
2018,1,2230,17
2017,10,2945,22
2018,2,3576,25
2018,2,3576,25
2018,2,1967,25
2018,6,428,25
2017,8,225,24
2017,8,3576,25
2017,7,1139,17
2017,9,3228,4
2017,8,817,25
2016,10,3576,25
2017,8,1766,10
2017,10,1372,17
2017,10,3928,10
2017,9,613,25
2017,9,3928,10
2017,9,2945,22
2017,9,2945,22
2017,9,3754,25
2017,8,1129,12
2018,3,3576,25
2018,1,468,10
2018,1,468,10
2018,1,468,10
2018,1,468,10
2017,3,2103,25
2018,6,1247,22
2018,5,229,25
2018,8,3396,25
2018,8,914,25
2018,6,2840,4
2018,4,2156,18
2018,4,2156,18
2018,5,428,25
2018,7,428,25
2017,12,1368,5
2017,12,3451,18
2017,11,684,23
2017,11,556,6
2017,11,556,6
2017,11,556,6
2017,11,556,6
2017,11,556,6
2017,6,3576,25
2017,10,451,10
2017,10,3928,10
2017,10,3928,10
2018,3,1833,25
2018,3,1833,25
2018,3,1833,25
2018,6,3136,18
2018,6,3136,18
2018,4,451,10
2018,4,451,10
2017,6,2991,23
2017,8,2447,18
2017,9,3409,25
2018,7,722,11
2018,7,722,11
2018,7,722,11
2018,7,3576,25
2018,8,881,25
2018,8,881,25
2018,5,3576,25
2017,7,3136,18
2017,7,3576,25
2017,6,3136,18
2017,6,3136,18
2017,5,2597,10
2017,7,808,25
2017,7,808,25
2017,6,2492,18
2017,6,3466,25
2018,8,54,8
2018,8,1553,8
2017,5,793,23
2017,5,1996,10
2017,5,1368,5
2017,5,1368,5
2017,5,1173,26
2017,5,2065,25
2018,6,2849,25
2018,3,1376,25
2018,6,808,25
2018,6,897,22
2017,5,3576,25
2017,2,2433,11
2017,5,1974,14
2018,7,180,16
2017,2,3576,25
2017,1,3576,25
2017,1,3576,25
2017,2,3136,18
2017,3,1139,17
2017,2,1037,10
2017,1,3822,16
2017,2,3136,18
2017,2,206,8
2018,2,3824,18
2018,2,1516,17
2018,2,1088,25
2018,2,772,18
2017,11,2649,10
2018,1,704,25
2018,2,2811,25
2018,2,2811,25
2018,8,3356,25
2018,6,1854,8
2018,6,3136,18
2018,3,556,6
2018,3,556,6
2018,3,556,6
2018,3,2326,25
2018,6,3576,25
2018,3,3347,10
2018,3,3347,10
2017,8,3131,23
2018,5,2001,25
2017,7,2230,17
2017,8,3576,25
2017,8,3576,25
2018,5,3356,25
2018,2,649,25
2018,2,649,25
2017,2,1834,22
2017,4,3698,10
2018,8,3473,18
2018,7,3804,25
2018,8,556,6
2018,8,1139,17
2018,3,3576,25
2017,11,1523,25
2018,7,451,10
2018,4,451,10
2018,8,3576,25
2018,8,3822,16
2018,7,848,10
2018,7,3365,4
2018,3,556,6
2018,7,1518,25
2018,2,3067,15
2018,3,3576,25
2018,8,3576,25
2017,11,3576,25
2017,11,3576,25
2018,1,3576,25
2018,1,3576,25
2018,1,3576,25
2018,1,3576,25
2017,8,3953,8
2018,1,4074,25
2017,12,2672,17
2017,7,3228,4
2017,7,3473,18
2017,11,4004,4
2017,6,3136,18
2017,6,3576,25
2017,6,3576,25
2018,1,3928,10
2017,7,340,25
2017,11,3576,25
2018,8,3136,18
2018,8,2528,23
2017,7,3293,7
2017,9,2896,25
2017,8,2728,25
2018,3,3136,18
2017,10,1139,17
2018,3,2889,13
2018,3,2139,1
2018,2,3136,18
2018,1,3136,18
2017,7,3576,25
2018,4,1139,17
2018,4,613,25
2018,1,1849,25
2018,6,556,6
2018,4,2156,18
2018,7,3136,18
2018,2,3576,25
2018,1,2537,22
2018,1,451,10
2018,1,1352,23
2018,2,2896,25
2017,11,3882,11
2018,5,3576,25
2018,3,269,18
2018,1,3576,25
2017,5,2878,4
2017,4,451,10
2017,4,3529,25
2017,5,3331,25
2017,3,3576,25
2017,10,556,6
2017,12,2153,23
2017,12,3148,22
2017,11,1139,17
2017,11,3136,18
2017,9,2593,10
2017,12,3269,25
2017,12,2503,12
2017,12,1331,25
2018,2,1439,8
2018,5,1997,22
2018,5,3136,18
2018,5,3136,18
2018,5,1319,4
2018,5,2001,25
2018,5,2001,25
2018,5,2001,25
2018,4,2376,5
2018,6,1368,5
2018,7,2065,25
2017,4,3812,17
2017,11,3576,25
2018,7,3576,25
2017,3,451,10
2017,8,704,25
2018,1,3271,25
2017,10,3576,25
2017,6,1581,17
2017,6,606,15
2017,6,3331,25
2017,3,2886,7
2017,10,844,10
2017,6,3396,25
2017,10,1129,12
2017,5,984,17
2017,8,2564,15
2017,10,3576,25
2017,10,3576,25
2017,4,162,13
2018,5,2478,10
2017,9,556,6
2018,4,3396,25
2018,8,1376,25
2017,4,1521,25
2017,8,428,25
2017,9,2527,7
2017,3,1808,23
2017,11,451,10
2018,1,3576,25
2018,1,1352,23
2018,3,1439,8
2018,4,606,15
2018,7,3576,25
2018,4,1868,15
2018,7,312,25
2018,7,312,25
2018,8,1762,23
2018,1,678,15
2017,6,78,10
2017,6,3822,16
2017,5,2707,22
2017,7,652,25
2017,6,3130,25
2017,9,897,22
2017,3,3136,18
2017,8,2955,25
2017,3,427,10
2017,7,1230,18
2017,3,2627,17
2017,3,2627,17
2017,4,2279,10
2017,3,3242,25
2017,5,1230,18
2017,5,1230,18
2017,5,1230,18
2017,6,3633,10
2017,5,3576,25
2017,6,1139,17
2017,5,556,6
2017,5,556,6
2016,10,3409,25
2017,6,1966,10
2016,10,3650,8
2017,6,3557,7
2017,6,1352,23
2017,6,3473,18
2017,6,3576,25
2017,5,672,4
2017,6,3451,18
2017,6,3451,18
2017,6,2329,25
2017,3,451,10
2018,2,3576,25
2018,8,3136,18
2018,8,3136,18
2018,8,3824,18
2018,8,3664,22
2018,1,2277,17
2018,2,2048,10
2018,8,3576,25
2017,5,19,5
2017,6,579,10
2017,6,2399,22
2018,4,3576,25
2017,5,149,25
2017,11,649,25
2017,7,1319,4
2017,8,2765,10
2017,8,2086,10
2017,4,3067,15
2017,2,3617,25
2017,2,3576,25
2017,12,2241,25
2017,7,3576,25
2017,11,2522,10
2017,8,3576,25
2017,8,2330,25
2017,5,2849,25
2018,4,1221,11
2018,2,841,10
2018,4,2270,25
2018,2,2228,25
2018,4,3136,18
2018,4,3136,18
2018,3,3576,25
2018,3,3576,25
2017,11,451,10
2017,11,451,10
2017,11,451,10
2018,3,2447,18
2018,6,2330,25
2018,6,2330,25
2018,7,3926,25
2018,7,3926,25
2018,7,3926,25
2018,5,2447,18
2018,3,3979,25
2018,3,3979,25
2018,3,3979,25
2018,3,3979,25
2017,12,3136,18
2017,12,3136,18
2018,5,3811,25
2018,1,328,25
2018,8,2230,17
2018,6,1868,15
2018,8,3576,25
2018,8,3576,25
2018,8,3352,23
2018,7,3576,25
2018,8,1523,25
2017,8,3534,25
2017,8,3534,25
2017,10,4052,25
2017,7,311,18
2017,5,2557,3
2018,1,3341,22
2017,11,3026,18
2017,1,649,25
2018,6,1730,4
2018,7,3136,18
2018,3,2864,10
2018,8,3737,25
2018,1,3790,22
2018,1,2487,18
2017,5,1045,25
2017,12,2579,25
2017,12,2579,25
2018,2,436,25
2018,4,1877,25
2017,12,3409,25
2017,8,3576,25
2017,8,3576,25
2017,8,3576,25
2017,8,3928,10
2017,8,3784,22
2017,8,3136,18
2017,8,3136,18
2017,12,2463,11
2018,7,3136,18
2018,1,3576,25
2018,6,3576,25
2018,1,2228,25
2018,1,3549,25
2017,9,778,22
2017,7,3396,25
2017,12,2955,25
2018,3,3948,19
2018,3,3948,19
2018,3,3948,19
2017,11,3262,25
2017,8,2331,25
2018,1,2125,8
2018,1,2125,8
2018,1,2125,8
2018,4,446,13
2018,4,446,13
2018,4,446,13
2018,2,2139,1
2018,5,3130,25
2018,5,3130,25
2018,5,3130,25
2018,2,769,22
2018,3,2945,22
2018,3,451,10
2017,10,3409,25
2017,7,780,22
2017,7,780,22
2017,7,780,22
2017,4,1814,23
2017,7,3804,25
2017,8,2001,25
2017,8,2001,25
2017,8,2001,25
2017,8,451,10
2017,8,451,10
2017,7,3365,4
2017,7,1331,25
2018,6,1439,8
2017,10,2558,10
2017,9,3975,18
2018,5,3576,25
2018,5,3576,25
2018,5,3919,10
2018,5,1056,10
2018,7,1319,4
2018,3,732,10
2018,6,3228,4
2018,5,3534,25
2018,5,1980,23
2018,5,3396,25
2017,12,3529,25
2017,12,2849,25
2017,12,3903,25
2017,12,3576,25
2018,5,3576,25
2018,8,1091,26
2018,5,3576,25
2018,5,1523,25
2018,5,1523,25
2018,6,1088,25
2018,8,556,6
2018,5,864,17
2017,12,1607,25
2017,12,2048,10
2018,5,477,17
2018,5,23,25
2017,12,3005,25
2018,8,3167,8
2018,8,3167,8
2018,5,1439,8
2018,5,3576,25
2018,5,3576,25
2017,12,864,17
2018,7,3228,4
2017,12,1877,25
2017,12,1877,25
2017,12,2579,25
2017,12,2191,10
2017,11,1657,25
2017,11,1657,25
2017,11,1657,25
2018,5,3228,4
2017,11,3538,22
2017,12,3576,25
2018,5,3576,25
2018,5,478,23
2018,8,556,6
2017,12,3886,18
2017,12,3886,18
2018,5,1230,18
2017,12,751,4
2018,1,448,18
2018,1,448,18
2018,1,2849,25
2018,4,737,18
2018,2,3136,18
2018,7,1378,17
2018,5,2945,22
2017,11,2139,1
2018,5,3576,25
2017,12,448,18
2018,3,3822,16
2018,8,3067,15
2018,2,3136,18
2018,2,1437,8
2018,8,3167,8
2017,12,4031,10
2018,7,451,10
2018,7,3136,18
2018,7,1439,8
2018,7,451,10
2018,8,3576,25
2018,2,1621,25
2018,3,1037,10
2018,1,3136,18
2017,12,3228,4
2018,3,2182,10
2017,11,2798,18
2018,4,4074,25
2018,6,451,10
2018,6,2867,17
2018,6,2867,17
2018,6,2579,25
2018,5,1129,12
2018,4,3898,13
2017,8,2161,25
2017,11,1372,17
2018,3,3228,4
2017,8,3529,25
2017,9,1376,25
2017,7,766,5
2017,5,1860,25
2017,2,451,10
2017,2,630,7
2017,2,586,10
2017,2,3011,25
2017,2,3228,4
2017,2,3228,4
2017,2,235,7
2017,11,3228,4
2018,3,101,13
2017,11,3621,4
2017,11,3621,4
2017,11,1849,25
2018,6,1849,25
2018,7,3534,25
2018,5,3288,22
2017,11,984,17
2018,4,1897,17
2018,3,3136,18
2018,5,446,13
2018,5,192,18
2018,3,1139,17
2018,3,1139,17
2018,3,1139,17
2018,3,1139,17
2018,3,1139,17
2018,3,1139,17
2017,11,704,25
2018,7,1202,22
2017,11,638,10
2018,4,3453,5
2018,5,3903,25
2018,7,1523,25
2017,3,949,17
2018,1,3534,25
2017,9,1460,22
2018,2,2695,16
2018,4,864,17
2018,3,2713,17
2018,2,2809,16
2018,1,263,25
2018,1,2831,22
2018,1,2399,22
2018,5,505,16
2018,1,607,18
2018,3,1489,18
2018,3,1489,18
2017,12,1817,25
2017,12,1817,25
2018,5,1521,25
2018,5,1521,25
2018,1,2830,17
2018,6,3473,18
2018,1,3576,25
2017,7,1139,17
2018,1,3576,25
2018,5,294,12
2018,6,101,13
2018,1,1638,25
2018,8,2492,18
2018,4,3576,25
2018,7,3576,25
2018,3,864,17
2018,3,864,17
2018,3,864,17
2018,3,864,17
2018,1,2945,22
2017,11,3576,25
2018,8,1523,25
2018,8,2270,25
2018,1,2680,17
2018,7,149,25
2018,7,3576,25
2018,6,3356,25
2018,2,3576,25
2018,7,451,10
2018,1,3136,18
2018,5,2771,22
2018,3,3896,13
2018,3,3538,22
2018,3,3538,22
2018,4,3576,25
2017,11,446,13
2017,9,328,25
2017,9,328,25
2017,9,1996,10
2017,10,451,10
2018,1,1368,5
2017,2,1457,10
2017,10,3546,9
2017,5,3323,15
2017,5,3136,18
2017,6,163,8
2017,6,3576,25
2017,6,3576,25
2017,3,2734,25
2017,5,1996,10
2018,1,1523,25
2018,2,3576,25
2018,2,2579,25
2018,2,1849,25
2018,3,3576,25
2018,1,3576,25
2018,2,3576,25
2018,2,3576,25
2018,2,2329,25
2018,8,3576,25
2018,3,2270,25
2018,8,2976,10
2018,8,3534,25
2018,8,206,8
2018,8,206,8
2018,8,206,8
2017,12,2447,18
2018,8,1032,10
2017,4,1376,25
2017,4,2945,22
2017,5,1997,22
2017,11,3356,25
2017,11,3576,25
2017,11,3744,25
2017,3,3228,4
2018,2,3136,18
2018,8,3576,25
2018,8,3576,25
2018,8,3576,25
2018,6,3113,25
2018,6,255,17
2018,6,556,6
2018,4,3928,10
2017,12,3576,25
2017,12,451,10
2018,7,1996,10
2018,7,1996,10
2018,7,1974,14
2018,8,3576,25
2018,8,1559,17
2017,5,897,22
2017,4,2447,18
2017,5,1124,17
2018,4,4034,23
2018,3,1802,25
2018,8,3576,25
2018,3,1523,25
2017,8,446,13
2018,1,2584,23
2018,3,3136,18
2017,4,359,23
2018,2,3136,18
2018,8,263,25
2018,8,937,23
2017,2,1352,23
2018,8,737,18
2018,2,532,14
2018,8,1779,10
2018,6,3576,25
2018,6,3576,25
2018,1,2579,25
2018,2,3576,25
2018,1,3576,25
2018,5,1676,10
2018,5,1676,10
2018,1,3576,25
2018,4,4031,10
2018,4,4031,10
2017,12,4073,18
2017,12,4073,18
2017,12,4073,18
2018,3,3193,25
2017,11,451,10
2018,3,556,6
2018,2,1139,17
2018,6,3534,25
2018,8,3576,25
2018,8,3576,25
2018,6,3113,25
2018,3,3576,25
2018,4,3972,18
2017,9,2293,4
2018,3,2945,22
2018,1,3130,25
2017,12,2113,4
2018,1,751,4
2018,3,3967,25
2018,8,3228,4
2018,8,3228,4
2018,8,3576,25
2018,8,1139,17
2018,8,1230,18
2018,8,3136,18
2018,8,2579,25
2018,8,704,25
2018,8,3136,18
2017,3,556,6
2017,2,3576,25
2018,8,3576,25
2018,7,428,25
2018,7,28,15
2018,8,556,6
2017,6,3928,10
2017,2,3528,25
2017,7,3136,18
2017,5,2523,4
2017,2,2048,10
2017,5,1628,25
2017,2,3576,25
2017,7,826,7
2017,6,2811,25
2018,2,451,10
2018,2,451,10
2018,8,3136,18
2018,8,3698,10
2018,1,1523,25
2018,2,52,10
2018,2,3576,25
2018,3,3228,4
2018,4,451,10
2018,2,1375,23
2018,2,241,26
2018,5,3546,9
2018,8,451,10
2018,3,3130,25
2018,1,722,11
2018,2,1372,17
2018,3,1024,10
2018,3,136,22
2018,2,428,25
2018,4,3228,4
2017,5,3576,25
2017,5,3576,25
2017,6,436,25
2017,6,436,25
2017,5,1179,8
2017,6,4063,7
2017,6,4063,7
2017,1,3136,18
2017,7,3355,25
2017,8,665,8
2017,5,1637,25
2017,7,3576,25
2017,7,3136,18
2017,7,3136,18
2017,3,3596,25
2017,5,3702,23
2017,12,3576,25
2017,11,1657,25
2018,4,2071,10
2018,4,2071,10
2018,8,1848,4
2018,8,1848,4
2018,5,556,6
2018,2,3136,18
2018,5,3576,25
2018,1,3228,4
2017,2,2798,18
2018,6,1523,25
2018,6,1523,25
2018,8,451,10
2017,4,1841,10
2018,2,3576,25
2018,5,2927,12
2018,4,2680,17
2018,5,3844,10
2018,6,451,10
2018,2,3928,10
2018,4,3576,25
2017,3,2001,25
2018,8,3576,25
2017,5,2444,18
2017,7,998,7
2017,4,3228,4
2017,1,3003,25
2017,12,1139,17
2018,3,3905,22
2018,5,3627,22
2018,4,3136,18
2018,4,420,25
2017,11,3534,25
2018,5,2487,18
2018,7,1352,23
2018,6,3576,25
2018,3,1088,25
2018,8,3576,25
2018,5,3462,23
2018,3,3749,25
2018,3,1523,25
2018,7,3576,25
2018,1,1254,18
2017,11,318,17
2017,12,1168,25
2018,3,3737,25
2017,11,2579,25
2018,6,3396,25
2017,12,556,6
2017,9,2230,17
2018,5,556,6
2018,4,451,10
2018,1,3576,25
2018,2,3409,25
2018,1,2945,22
2018,2,1523,25
2017,10,1975,10
2018,3,3779,4
2018,3,2331,25
2018,3,3396,25
2018,3,3396,25
2018,1,3576,25
2018,1,3242,25
2018,1,3409,25
2018,1,3669,7
2018,5,438,25
2018,5,3912,25
2018,1,2329,25
2018,1,2579,25
2018,3,2230,17
2018,3,1331,25
2018,1,269,18
2018,6,3578,19
2018,8,744,13
2018,8,3576,25
2018,6,1804,25
2018,5,3576,25
2018,3,3576,25
2018,4,3835,17
2018,6,2945,22
2017,9,3737,25
2018,6,3884,22
2018,5,1833,25
2018,7,3538,22
2018,3,2650,18
2017,12,1735,10
2018,1,3242,25
2017,12,1990,4
2018,2,3067,15
2018,8,3003,25
2018,1,3350,22
2018,1,3262,25
2018,2,1756,23
2018,1,4025,22
2017,12,1803,25
2018,1,120,17
2018,2,2798,18
2018,2,2798,18
2018,2,2798,18
2018,2,2798,18
2018,2,2798,18
2018,2,2798,18
2018,3,119,8
2018,3,556,6
2018,4,428,25
2018,8,628,18
2017,11,478,23
2018,6,1221,11
2018,2,3136,18
2018,2,3136,18
2018,2,1849,25
2018,2,1849,25
2018,2,1849,25
2018,2,1849,25
2017,9,2945,22
2017,9,2945,22
2017,9,2945,22
2017,9,2945,22
2018,4,1909,10
2018,4,1909,10
2018,4,1909,10
2018,4,1909,10
2018,4,1909,10
2018,4,1909,10
2018,8,365,25
2018,8,365,25
2018,8,365,25
2018,8,365,25
2018,6,3576,25
2018,6,3576,25
2018,8,1657,25
2018,8,1657,25
2018,2,3133,18
2017,12,1647,23
2018,2,3695,25
2018,3,1778,25
2017,6,428,25
2018,3,3534,25
2018,3,1352,23
2018,7,4073,18
2018,7,1476,22
2018,7,3576,25
2018,6,2945,22
2018,5,3576,25
2018,8,3576,25
2018,7,2128,18
2018,7,3356,25
2018,7,3576,25
2018,6,359,23
2018,6,3576,25
2018,7,1749,18
2018,8,1749,18
2017,8,513,18
2017,11,3136,18
2017,8,1388,10
2017,8,2945,22
2017,7,2945,22
2017,7,2945,22
2017,11,4063,7
2017,11,7,17
2018,3,826,7
2018,1,2564,15
2018,3,2579,25
2017,12,320,25
2017,12,451,10
2018,1,69,4
2018,6,2270,25
2018,3,1804,25
2017,11,3534,25
2018,1,704,25
2018,7,241,26
2018,1,4023,10
2018,1,4023,10
2018,1,4023,10
2018,1,4023,10
2018,1,4023,10
2018,1,4023,10
2018,3,4008,22
2018,3,3576,25
2018,1,629,22
2017,7,1230,18
2018,8,652,25
2018,8,3576,25
2018,3,3576,25
2018,4,2593,10
2018,2,3576,25
2018,6,3500,23
2018,3,3331,25
2018,8,3812,17
2018,6,3737,25
2018,5,1236,22
2017,9,3136,18
2017,9,269,18
2017,9,269,18
2017,10,1139,17
2018,5,3228,4
2018,2,3576,25
2018,2,2945,22
2018,3,1739,4
2018,3,3576,25
